modified_date,modified_user,segment,rate_codes,new_rate,new_rate_sent,old_rate,old_rate_sent,rate_change
2024-07-15 08:11:14.260,Daniel Parker,Retail,MASTER,339,339,359.0,359.0,-20.0
2024-07-11 07:21:02.471,Daniel Parker,Retail,MASTER,359,359,359.0,359.0,0.0
2024-07-08 07:50:30.854,Daniel Parker,Retail,MASTER,359,359,409.0,409.0,-50.0
2024-07-05 07:20:35.997,Daniel Parker,Retail,MASTER,409,409,449.0,449.0,-40.0
2024-07-04 08:35:46.853,Daniel Parker,Retail,MASTER,449,449,449.0,449.0,0.0
2024-06-25 10:51:58.028,Admin Arlo Hotels,Retail,MASTER,449,449,449.0,449.0,0.0
2024-06-25 06:50:04.749,Daniel Parker,Retail,MASTER,449,449,419.0,419.0,30.0
2024-06-24 07:03:05.661,Daniel Parker,Retail,MASTER,419,419,389.0,389.0,30.0
2024-06-20 07:24:09.997,Daniel Parker,Retail,MASTER,389,389,389.0,389.0,0.0
2024-06-18 08:58:44.663,Daniel Parker,Retail,MASTER,389,389,369.0,369.0,20.0
2024-06-12 07:20:26.858,Daniel Parker,Retail,MASTER,369,369,349.0,349.0,20.0
2024-05-31 07:57:57.040,Daniel Parker,Retail,MASTER,349,349,329.0,329.0,20.0
2024-05-30 07:15:33.164,Daniel Parker,Retail,MASTER,329,329,359.0,359.0,-30.0
2024-05-24 22:41:40.807,Admin Arlo Hotels,Retail,MASTER,359,359,389.0,389.0,-30.0
2024-05-24 13:05:30.237,Admin Arlo Hotels,Retail,MASTER,389,389,359.0,359.0,30.0
2024-05-14 13:37:28.591,Admin Arlo Hotels,Retail,MASTER,359,359,359.0,359.0,0.0
2024-05-13 22:40:25.324,Admin Arlo Hotels,Retail,MASTER,359,359,359.0,359.0,0.0
2024-05-13 06:08:32.965,Admin Arlo Hotels,Retail,MASTER,359,359,359.0,359.0,0.0
2024-05-10 15:43:15.743,Admin Arlo Hotels,Retail,MASTER,359,359,359.0,359.0,0.0
2024-05-06 11:31:25.767,Daniel Parker,Retail,MASTER,359,359,379.0,379.0,-20.0
2024-05-02 13:38:19.818,Admin Arlo Hotels,Retail,MASTER,379,379,379.0,379.0,0.0
2024-04-26 10:32:46.006,Admin Arlo Hotels,Retail,MASTER,379,379,379.0,379.0,0.0
2024-04-18 06:46:13.239,Daniel Parker,Retail,MASTER,379,379,379.0,379.0,0.0
2024-04-08 06:54:11.290,Daniel Parker,Retail,MASTER,379,379,422.0,422.0,-43.0
2024-03-12 14:48:44.910,Minerva Duran,Retail,MASTER,422,422,422.0,422.0,0.0
2024-01-12 13:28:03.171,Minerva Duran,Retail,MASTER,422,422,449.0,449.0,-27.0
2023-11-08 13:24:26.979,Lizzie Fernandez,Retail,MASTER,449,449,399.0,399.0,50.0
2023-10-30 17:29:37.367,Admin Arlo Hotels,Retail,MASTER,399,399,399.0,399.0,0.0
2023-09-19 10:14:18.970,Lizzie Fernandez,Retail,MASTER,399,399,,,
2024-07-23 09:52:41.929,Daniel Parker,Retail,MASTER,299,299,279.0,279.0,20.0
2024-07-22 09:21:08.202,Daniel Parker,Retail,MASTER,279,279,299.0,299.0,-20.0
2024-07-22 09:14:01.183,Daniel Parker,Retail,MASTER,299,299,279.0,279.0,20.0
2024-07-20 07:35:09.718,Daniel Parker,Retail,MASTER,279,279,279.0,279.0,0.0
2024-07-19 09:30:43.957,Daniel Parker,Retail,MASTER,279,279,289.0,289.0,-10.0
2024-07-18 07:31:21.244,Daniel Parker,Retail,MASTER,289,289,289.0,289.0,0.0
2024-07-17 07:23:32.380,Daniel Parker,Retail,MASTER,289,289,309.0,309.0,-20.0
2024-07-16 07:23:13.873,Daniel Parker,Retail,MASTER,309,309,309.0,309.0,0.0
2024-07-15 08:11:14.260,Daniel Parker,Retail,MASTER,309,309,329.0,329.0,-20.0
2024-07-11 07:21:02.471,Daniel Parker,Retail,MASTER,329,329,329.0,329.0,0.0
2024-07-04 08:35:46.853,Daniel Parker,Retail,MASTER,329,329,329.0,329.0,0.0
2024-07-03 07:46:17.813,Daniel Parker,Retail,MASTER,329,329,329.0,329.0,0.0
2024-06-26 07:02:04.482,Daniel Parker,Retail,MASTER,329,329,369.0,369.0,-40.0
2024-06-25 10:51:58.028,Admin Arlo Hotels,Retail,MASTER,369,369,369.0,369.0,0.0
2024-06-24 07:03:05.661,Daniel Parker,Retail,MASTER,369,369,349.0,349.0,20.0
2024-06-12 07:20:26.858,Daniel Parker,Retail,MASTER,349,349,319.0,319.0,30.0
2024-06-04 06:10:11.616,Daniel Parker,Retail,MASTER,319,319,299.0,299.0,20.0
2024-06-03 08:34:13.991,Daniel Parker,Retail,MASTER,299,299,289.0,289.0,10.0
2024-05-31 07:57:57.040,Daniel Parker,Retail,MASTER,289,289,259.0,259.0,30.0
2024-05-30 07:15:33.164,Daniel Parker,Retail,MASTER,259,259,309.0,309.0,-50.0
2024-05-23 22:44:04.180,Admin Arlo Hotels,Retail,MASTER,309,309,349.0,349.0,-40.0
2024-05-14 13:37:28.591,Admin Arlo Hotels,Retail,MASTER,349,349,349.0,349.0,0.0
2024-05-13 22:40:25.324,Admin Arlo Hotels,Retail,MASTER,349,349,349.0,349.0,0.0
2024-05-13 06:08:32.965,Admin Arlo Hotels,Retail,MASTER,349,349,349.0,349.0,0.0
2024-05-10 15:43:15.743,Admin Arlo Hotels,Retail,MASTER,349,349,349.0,349.0,0.0
2024-05-08 09:10:15.520,Admin Arlo Hotels,Retail,MASTER,349,349,359.0,359.0,-10.0
2024-05-07 09:07:34.094,Admin Arlo Hotels,Retail,MASTER,359,359,369.0,369.0,-10.0
2024-05-06 11:31:25.767,Daniel Parker,Retail,MASTER,369,369,399.0,399.0,-30.0
2024-05-05 22:41:25.768,Admin Arlo Hotels,Retail,MASTER,399,399,379.0,379.0,20.0
2024-05-02 13:38:19.818,Admin Arlo Hotels,Retail,MASTER,379,379,379.0,379.0,0.0
2024-04-26 10:32:46.006,Admin Arlo Hotels,Retail,MASTER,379,379,379.0,379.0,0.0
2024-04-18 06:46:13.239,Daniel Parker,Retail,MASTER,379,379,379.0,379.0,0.0
2024-04-08 06:54:11.290,Daniel Parker,Retail,MASTER,379,379,422.0,422.0,-43.0
2024-03-12 14:48:44.910,Minerva Duran,Retail,MASTER,422,422,422.0,422.0,0.0
2024-01-12 13:28:03.171,Minerva Duran,Retail,MASTER,422,422,449.0,449.0,-27.0
2023-11-08 13:24:26.979,Lizzie Fernandez,Retail,MASTER,449,449,399.0,399.0,50.0
2023-10-30 17:29:37.367,Admin Arlo Hotels,Retail,MASTER,399,399,399.0,399.0,0.0
2023-09-19 10:14:18.970,Lizzie Fernandez,Retail,MASTER,399,399,,,
2024-07-22 09:14:01.183,Daniel Parker,Retail,MASTER,279,279,259.0,259.0,20.0
2024-07-19 09:30:43.957,Daniel Parker,Retail,MASTER,259,259,279.0,279.0,-20.0
2024-07-17 07:23:32.380,Daniel Parker,Retail,MASTER,279,279,299.0,299.0,-20.0
2024-07-16 07:23:13.873,Daniel Parker,Retail,MASTER,299,299,299.0,299.0,0.0
2024-07-15 08:11:14.260,Daniel Parker,Retail,MASTER,299,299,319.0,319.0,-20.0
2024-07-11 07:21:02.471,Daniel Parker,Retail,MASTER,319,319,319.0,319.0,0.0
2024-07-09 07:28:57.004,Daniel Parker,Retail,MASTER,319,319,359.0,359.0,-40.0
2024-07-08 07:50:30.854,Daniel Parker,Retail,MASTER,359,359,359.0,359.0,0.0
2024-07-03 07:46:17.813,Daniel Parker,Retail,MASTER,359,359,359.0,359.0,0.0
2024-06-28 07:12:13.827,Daniel Parker,Retail,MASTER,359,359,359.0,359.0,0.0
2024-06-26 07:02:04.482,Daniel Parker,Retail,MASTER,359,359,379.0,379.0,-20.0
2024-06-25 10:51:58.028,Admin Arlo Hotels,Retail,MASTER,379,379,379.0,379.0,0.0
2024-06-20 07:24:09.997,Daniel Parker,Retail,MASTER,379,379,349.0,349.0,30.0
2024-06-17 07:40:29.482,Daniel Parker,Retail,MASTER,349,349,329.0,329.0,20.0
2024-06-14 06:50:10.576,Daniel Parker,Retail,MASTER,329,329,319.0,319.0,10.0
2024-06-13 07:04:58.622,Daniel Parker,Retail,MASTER,319,319,329.0,329.0,-10.0
2024-06-10 07:29:17.230,Daniel Parker,Retail,MASTER,329,329,309.0,309.0,20.0
2024-06-06 07:42:29.308,Daniel Parker,Retail,MASTER,309,309,289.0,289.0,20.0
2024-05-31 07:57:57.040,Daniel Parker,Retail,MASTER,289,289,269.0,269.0,20.0
2024-05-30 07:15:33.164,Daniel Parker,Retail,MASTER,269,269,309.0,309.0,-40.0
2024-05-22 22:45:00.221,Admin Arlo Hotels,Retail,MASTER,309,309,359.0,359.0,-50.0
2024-05-20 13:36:57.720,Admin Arlo Hotels,Retail,MASTER,359,359,339.0,339.0,20.0
2024-05-15 22:40:18.572,Admin Arlo Hotels,Retail,MASTER,339,339,339.0,339.0,0.0
2024-05-14 13:37:28.591,Admin Arlo Hotels,Retail,MASTER,339,339,339.0,339.0,0.0
2024-05-13 22:40:25.324,Admin Arlo Hotels,Retail,MASTER,339,339,339.0,339.0,0.0
2024-05-13 06:08:32.965,Admin Arlo Hotels,Retail,MASTER,339,339,339.0,339.0,0.0
2024-05-10 15:43:15.743,Admin Arlo Hotels,Retail,MASTER,339,339,339.0,339.0,0.0
2024-05-02 13:38:19.818,Admin Arlo Hotels,Retail,MASTER,339,339,339.0,339.0,0.0
2024-05-01 09:01:25.768,Admin Arlo Hotels,Retail,MASTER,339,339,339.0,339.0,0.0
2024-04-26 10:32:46.006,Admin Arlo Hotels,Retail,MASTER,339,339,339.0,339.0,0.0
2024-04-22 11:07:51.507,Daniel Parker,Retail,MASTER,339,339,319.0,319.0,20.0
2024-04-18 09:27:01.324,Daniel Parker,Retail,MASTER,319,319,340.0,340.0,-21.0
2024-04-08 06:54:11.290,Daniel Parker,Retail,MASTER,340,340,340.0,340.0,0.0
2024-03-12 14:48:44.910,Minerva Duran,Retail,MASTER,340,340,340.0,340.0,0.0
2024-01-12 13:28:03.171,Minerva Duran,Retail,MASTER,340,340,432.0,432.0,-92.0
2023-11-08 13:24:26.979,Lizzie Fernandez,Retail,MASTER,432,432,299.0,299.0,133.0
2023-10-30 17:29:37.367,Admin Arlo Hotels,Retail,MASTER,299,299,299.0,299.0,0.0
2023-09-19 10:14:18.970,Lizzie Fernandez,Retail,MASTER,299,299,,,
2024-07-19 14:36:39.718,Daniel Parker,Retail,MASTER,259,259,229.0,229.0,30.0
2024-07-19 09:30:43.957,Daniel Parker,Retail,MASTER,229,229,229.0,229.0,0.0
2024-07-18 07:31:21.244,Daniel Parker,Retail,MASTER,229,229,239.0,239.0,-10.0
2024-07-17 07:23:32.380,Daniel Parker,Retail,MASTER,239,239,259.0,259.0,-20.0
2024-07-16 07:23:13.873,Daniel Parker,Retail,MASTER,259,259,259.0,259.0,0.0
2024-07-15 08:11:14.260,Daniel Parker,Retail,MASTER,259,259,259.0,259.0,0.0
2024-07-11 07:21:02.471,Daniel Parker,Retail,MASTER,259,259,259.0,259.0,0.0
2024-07-10 08:21:33.390,Daniel Parker,Retail,MASTER,259,259,279.0,279.0,-20.0
2024-07-08 07:50:30.854,Daniel Parker,Retail,MASTER,279,279,309.0,309.0,-30.0
2024-07-03 07:46:17.813,Daniel Parker,Retail,MASTER,309,309,309.0,309.0,0.0
2024-07-01 09:05:30.168,Daniel Parker,Retail,MASTER,309,309,329.0,329.0,-20.0
2024-06-28 07:12:13.827,Daniel Parker,Retail,MASTER,329,329,329.0,329.0,0.0
2024-06-25 10:51:58.028,Admin Arlo Hotels,Retail,MASTER,329,329,329.0,329.0,0.0
2024-06-25 06:50:04.749,Daniel Parker,Retail,MASTER,329,329,349.0,349.0,-20.0
2024-06-20 07:24:09.997,Daniel Parker,Retail,MASTER,349,349,319.0,319.0,30.0
2024-06-17 07:40:29.482,Daniel Parker,Retail,MASTER,319,319,299.0,299.0,20.0
2024-06-13 07:04:58.622,Daniel Parker,Retail,MASTER,299,299,309.0,309.0,-10.0
2024-06-10 07:29:17.230,Daniel Parker,Retail,MASTER,309,309,289.0,289.0,20.0
2024-05-31 07:57:57.040,Daniel Parker,Retail,MASTER,289,289,259.0,259.0,30.0
2024-05-20 13:36:57.720,Admin Arlo Hotels,Retail,MASTER,259,259,259.0,259.0,0.0
2024-05-14 13:37:28.591,Admin Arlo Hotels,Retail,MASTER,259,259,259.0,259.0,0.0
2024-05-13 22:40:25.324,Admin Arlo Hotels,Retail,MASTER,259,259,259.0,259.0,0.0
2024-05-13 06:08:32.965,Admin Arlo Hotels,Retail,MASTER,259,259,259.0,259.0,0.0
2024-05-10 15:43:15.743,Admin Arlo Hotels,Retail,MASTER,259,259,259.0,259.0,0.0
2024-05-03 22:39:58.815,Admin Arlo Hotels,Retail,MASTER,259,259,259.0,259.0,0.0
2024-05-02 22:42:14.656,Admin Arlo Hotels,Retail,MASTER,259,259,249.0,249.0,10.0
2024-04-26 10:32:46.006,Admin Arlo Hotels,Retail,MASTER,249,249,249.0,249.0,0.0
2024-04-18 06:46:13.239,Daniel Parker,Retail,MASTER,249,249,316.0,316.0,-67.0
2024-04-08 06:54:11.290,Daniel Parker,Retail,MASTER,316,316,316.0,316.0,0.0
2024-03-12 14:48:44.910,Minerva Duran,Retail,MASTER,316,316,340.0,340.0,-24.0
2024-01-12 13:28:03.171,Minerva Duran,Retail,MASTER,340,340,432.0,432.0,-92.0
2023-11-08 13:24:26.979,Lizzie Fernandez,Retail,MASTER,432,432,299.0,299.0,133.0
2023-10-30 17:29:37.367,Admin Arlo Hotels,Retail,MASTER,299,299,299.0,299.0,0.0
2023-09-19 10:14:18.970,Lizzie Fernandez,Retail,MASTER,299,299,,,
2024-07-19 14:36:39.718,Daniel Parker,Retail,MASTER,529,529,429.0,429.0,100.0
2024-07-19 09:30:43.957,Daniel Parker,Retail,MASTER,429,429,429.0,429.0,0.0
2024-07-17 07:23:32.380,Daniel Parker,Retail,MASTER,429,429,429.0,429.0,0.0
2024-07-16 07:23:13.873,Daniel Parker,Retail,MASTER,429,429,449.0,449.0,-20.0
2024-07-13 06:33:14.087,Daniel Parker,Retail,MASTER,449,449,489.0,489.0,-40.0
2024-07-12 08:10:32.470,Daniel Parker,Retail,MASTER,489,489,529.0,529.0,-40.0
2024-07-11 07:21:02.471,Daniel Parker,Retail,MASTER,529,529,549.0,549.0,-20.0
2024-07-10 08:21:33.390,Daniel Parker,Retail,MASTER,549,549,579.0,579.0,-30.0
2024-07-08 07:50:30.854,Daniel Parker,Retail,MASTER,579,579,629.0,629.0,-50.0
2024-07-04 08:35:46.853,Daniel Parker,Retail,MASTER,629,629,629.0,629.0,0.0
2024-07-01 09:05:30.168,Daniel Parker,Retail,MASTER,629,629,659.0,659.0,-30.0
2024-06-25 10:51:58.028,Admin Arlo Hotels,Retail,MASTER,659,659,659.0,659.0,0.0
2024-06-21 06:28:13.551,Daniel Parker,Retail,MASTER,659,659,659.0,659.0,0.0
2024-06-20 07:24:09.997,Daniel Parker,Retail,MASTER,659,659,619.0,619.0,40.0
2024-06-17 07:40:29.482,Daniel Parker,Retail,MASTER,619,619,569.0,569.0,50.0
2024-06-11 07:22:15.157,Daniel Parker,Retail,MASTER,569,569,569.0,569.0,0.0
2024-06-10 07:29:17.230,Daniel Parker,Retail,MASTER,569,569,539.0,539.0,30.0
2024-06-07 06:49:14.308,Daniel Parker,Retail,MASTER,539,539,509.0,509.0,30.0
2024-06-06 10:45:50.131,Daniel Parker,Retail,MASTER,509,509,489.0,489.0,20.0
2024-06-04 06:10:11.616,Daniel Parker,Retail,MASTER,489,489,459.0,459.0,30.0
2024-06-03 08:34:13.991,Daniel Parker,Retail,MASTER,459,459,439.0,439.0,20.0
2024-05-30 07:15:33.164,Daniel Parker,Retail,MASTER,439,439,459.0,459.0,-20.0
2024-05-21 09:11:57.696,Admin Arlo Hotels,Retail,MASTER,459,459,459.0,459.0,0.0
2024-05-20 22:40:43.556,Admin Arlo Hotels,Retail,MASTER,459,459,529.0,529.0,-70.0
2024-05-20 13:36:57.720,Admin Arlo Hotels,Retail,MASTER,529,529,529.0,529.0,0.0
2024-05-16 22:43:13.556,Admin Arlo Hotels,Retail,MASTER,529,529,529.0,529.0,0.0
2024-05-14 13:37:28.591,Admin Arlo Hotels,Retail,MASTER,529,529,529.0,529.0,0.0
2024-05-13 22:40:25.324,Admin Arlo Hotels,Retail,MASTER,529,529,529.0,529.0,0.0
2024-05-13 06:08:32.965,Admin Arlo Hotels,Retail,MASTER,529,529,529.0,529.0,0.0
2024-05-12 22:40:32.933,Admin Arlo Hotels,Retail,MASTER,529,529,529.0,529.0,0.0
2024-05-10 15:43:15.743,Admin Arlo Hotels,Retail,MASTER,529,529,529.0,529.0,0.0
2024-05-10 13:32:33.400,Admin Arlo Hotels,Retail,MASTER,529,529,529.0,529.0,0.0
2024-05-06 11:31:25.767,Daniel Parker,Retail,MASTER,529,529,579.0,579.0,-50.0
2024-05-03 22:39:58.815,Admin Arlo Hotels,Retail,MASTER,579,579,579.0,579.0,0.0
2024-05-02 22:42:14.656,Admin Arlo Hotels,Retail,MASTER,579,579,549.0,549.0,30.0
2024-05-02 13:38:19.818,Admin Arlo Hotels,Retail,MASTER,549,549,549.0,549.0,0.0
2024-05-01 13:35:59.312,Admin Arlo Hotels,Retail,MASTER,549,549,519.0,519.0,30.0
2024-04-29 13:39:58.075,Admin Arlo Hotels,Retail,MASTER,519,519,599.0,599.0,-80.0
2024-04-26 10:32:46.006,Admin Arlo Hotels,Retail,MASTER,599,599,599.0,599.0,0.0
2024-04-18 09:27:01.324,Daniel Parker,Retail,MASTER,599,599,559.0,559.0,40.0
2024-04-08 06:54:11.290,Daniel Parker,Retail,MASTER,559,559,559.0,559.0,0.0
2024-04-01 13:33:01.811,Daniel Parker,Retail,MASTER,559,559,575.0,575.0,-16.0
2024-03-12 14:48:44.910,Minerva Duran,Retail,MASTER,575,575,575.0,575.0,0.0
2024-01-29 12:00:53.070,Minerva Duran,Retail,MASTER,575,575,564.0,564.0,11.0
2024-01-12 13:28:03.171,Minerva Duran,Retail,MASTER,564,564,649.0,649.0,-85.0
2023-11-08 13:11:02.438,Lizzie Fernandez,Retail,MASTER,649,649,454.0,454.0,195.0
2023-10-30 17:29:37.367,Admin Arlo Hotels,Retail,MASTER,454,454,454.0,454.0,0.0
2023-09-19 09:58:50.459,Lizzie Fernandez,Retail,MASTER,454,454,,,
2024-07-19 14:36:39.718,Daniel Parker,Retail,MASTER,409,409,329.0,329.0,80.0
2024-07-19 09:30:43.957,Daniel Parker,Retail,MASTER,329,329,329.0,329.0,0.0
2024-07-18 07:31:21.244,Daniel Parker,Retail,MASTER,329,329,359.0,359.0,-30.0
2024-07-17 07:23:32.380,Daniel Parker,Retail,MASTER,359,359,389.0,389.0,-30.0
2024-07-16 07:23:13.873,Daniel Parker,Retail,MASTER,389,389,419.0,419.0,-30.0
2024-07-15 08:11:14.260,Daniel Parker,Retail,MASTER,419,419,419.0,419.0,0.0
2024-07-13 06:33:14.087,Daniel Parker,Retail,MASTER,419,419,449.0,449.0,-30.0
2024-07-12 08:10:32.470,Daniel Parker,Retail,MASTER,449,449,489.0,489.0,-40.0
2024-07-10 08:21:33.390,Daniel Parker,Retail,MASTER,489,489,529.0,529.0,-40.0
2024-07-08 07:50:30.854,Daniel Parker,Retail,MASTER,529,529,559.0,559.0,-30.0
2024-07-04 08:35:46.853,Daniel Parker,Retail,MASTER,559,559,549.0,549.0,10.0
2024-07-03 07:46:17.813,Daniel Parker,Retail,MASTER,549,549,549.0,549.0,0.0
2024-06-28 07:12:13.827,Daniel Parker,Retail,MASTER,549,549,559.0,559.0,-10.0
2024-06-25 10:51:58.028,Admin Arlo Hotels,Retail,MASTER,559,559,559.0,559.0,0.0
2024-06-25 06:50:04.749,Daniel Parker,Retail,MASTER,559,559,589.0,589.0,-30.0
2024-06-24 07:03:05.661,Daniel Parker,Retail,MASTER,589,589,569.0,569.0,20.0
2024-06-20 07:24:09.997,Daniel Parker,Retail,MASTER,569,569,539.0,539.0,30.0
2024-06-17 07:40:29.482,Daniel Parker,Retail,MASTER,539,539,539.0,539.0,0.0
2024-06-10 07:29:17.230,Daniel Parker,Retail,MASTER,539,539,539.0,539.0,0.0
2024-06-07 06:49:14.308,Daniel Parker,Retail,MASTER,539,539,509.0,509.0,30.0
2024-06-06 10:45:50.131,Daniel Parker,Retail,MASTER,509,509,469.0,469.0,40.0
2024-06-04 06:10:11.616,Daniel Parker,Retail,MASTER,469,469,439.0,439.0,30.0
2024-05-31 07:57:57.040,Daniel Parker,Retail,MASTER,439,439,439.0,439.0,0.0
2024-05-30 07:15:33.164,Daniel Parker,Retail,MASTER,439,439,449.0,449.0,-10.0
2024-05-23 09:06:01.445,Daniel Parker,Retail,MASTER,449,449,449.0,449.0,0.0
2024-05-22 07:33:47.330,Daniel Parker,Retail,MASTER,449,449,449.0,449.0,0.0
2024-05-19 23:28:18.571,Admin Arlo Hotels,Retail,MASTER,449,449,489.0,489.0,-40.0
2024-05-14 13:37:28.591,Admin Arlo Hotels,Retail,MASTER,489,489,489.0,489.0,0.0
2024-05-13 22:40:25.324,Admin Arlo Hotels,Retail,MASTER,489,489,489.0,489.0,0.0
2024-05-13 06:08:32.965,Admin Arlo Hotels,Retail,MASTER,489,489,489.0,489.0,0.0
2024-05-10 15:43:15.743,Admin Arlo Hotels,Retail,MASTER,489,489,489.0,489.0,0.0
2024-05-10 13:32:33.400,Admin Arlo Hotels,Retail,MASTER,489,489,489.0,489.0,0.0
2024-05-03 22:39:58.815,Admin Arlo Hotels,Retail,MASTER,489,489,489.0,489.0,0.0
2024-05-02 22:42:14.656,Admin Arlo Hotels,Retail,MASTER,489,489,489.0,489.0,0.0
2024-05-02 13:38:19.818,Admin Arlo Hotels,Retail,MASTER,489,489,489.0,489.0,0.0
2024-04-26 10:32:46.006,Admin Arlo Hotels,Retail,MASTER,489,489,489.0,489.0,0.0
2024-04-18 09:27:01.324,Daniel Parker,Retail,MASTER,489,489,529.0,529.0,-40.0
2024-04-08 06:54:11.290,Daniel Parker,Retail,MASTER,529,529,529.0,529.0,0.0
2024-04-01 13:33:01.811,Daniel Parker,Retail,MASTER,529,529,540.0,540.0,-11.0
2024-03-12 14:48:44.910,Minerva Duran,Retail,MASTER,540,540,540.0,540.0,0.0
2024-01-29 12:00:53.070,Minerva Duran,Retail,MASTER,540,540,528.0,528.0,12.0
2024-01-12 13:28:03.171,Minerva Duran,Retail,MASTER,528,528,599.0,599.0,-71.0
2023-11-08 13:11:02.438,Lizzie Fernandez,Retail,MASTER,599,599,443.0,443.0,156.0
2023-10-30 17:29:37.367,Admin Arlo Hotels,Retail,MASTER,443,443,443.0,443.0,0.0
2023-09-19 09:58:50.459,Lizzie Fernandez,Retail,MASTER,443,443,,,
2024-07-18 07:31:21.244,Daniel Parker,Retail,MASTER,389,389,429.0,429.0,-40.0
2024-07-17 07:23:32.380,Daniel Parker,Retail,MASTER,429,429,459.0,459.0,-30.0
2024-07-16 07:23:13.873,Daniel Parker,Retail,MASTER,459,459,499.0,499.0,-40.0
2024-07-11 07:21:02.471,Daniel Parker,Retail,MASTER,499,499,469.0,469.0,30.0
2024-07-08 07:50:30.854,Daniel Parker,Retail,MASTER,469,469,469.0,469.0,0.0
2024-07-03 07:46:17.813,Daniel Parker,Retail,MASTER,469,469,469.0,469.0,0.0
2024-06-25 10:51:58.028,Admin Arlo Hotels,Retail,MASTER,469,469,469.0,469.0,0.0
2024-06-21 06:28:13.551,Daniel Parker,Retail,MASTER,469,469,439.0,439.0,30.0
2024-06-20 07:24:09.997,Daniel Parker,Retail,MASTER,439,439,409.0,409.0,30.0
2024-06-18 08:58:44.663,Daniel Parker,Retail,MASTER,409,409,359.0,359.0,50.0
2024-06-17 07:40:29.482,Daniel Parker,Retail,MASTER,359,359,359.0,359.0,0.0
2024-06-10 07:29:17.230,Daniel Parker,Retail,MASTER,359,359,359.0,359.0,0.0
2024-06-04 06:10:11.616,Daniel Parker,Retail,MASTER,359,359,319.0,319.0,40.0
2024-05-31 07:57:57.040,Daniel Parker,Retail,MASTER,319,319,319.0,319.0,0.0
2024-05-18 22:40:04.070,Admin Arlo Hotels,Retail,MASTER,319,319,369.0,369.0,-50.0
2024-05-14 13:37:28.591,Admin Arlo Hotels,Retail,MASTER,369,369,369.0,369.0,0.0
2024-05-13 22:40:25.324,Admin Arlo Hotels,Retail,MASTER,369,369,369.0,369.0,0.0
2024-05-13 09:06:45.699,Admin Arlo Hotels,Retail,MASTER,369,369,349.0,349.0,20.0
2024-05-13 06:08:32.965,Admin Arlo Hotels,Retail,MASTER,349,349,349.0,349.0,0.0
2024-05-10 15:43:15.743,Admin Arlo Hotels,Retail,MASTER,349,349,349.0,349.0,0.0
2024-05-08 09:10:15.520,Admin Arlo Hotels,Retail,MASTER,349,349,359.0,359.0,-10.0
2024-05-06 11:31:25.767,Daniel Parker,Retail,MASTER,359,359,379.0,379.0,-20.0
2024-05-03 22:39:58.815,Admin Arlo Hotels,Retail,MASTER,379,379,379.0,379.0,0.0
2024-05-02 22:42:14.656,Admin Arlo Hotels,Retail,MASTER,379,379,379.0,379.0,0.0
2024-05-02 13:38:19.818,Admin Arlo Hotels,Retail,MASTER,379,379,379.0,379.0,0.0
2024-05-02 06:58:14.209,Daniel Parker,Retail,MASTER,379,379,419.0,419.0,-40.0
2024-04-26 10:32:46.006,Admin Arlo Hotels,Retail,MASTER,419,419,419.0,419.0,0.0
2024-04-22 11:07:51.507,Daniel Parker,Retail,MASTER,419,419,399.0,399.0,20.0
2024-04-08 06:54:11.290,Daniel Parker,Retail,MASTER,399,399,399.0,399.0,0.0
2024-03-12 14:48:44.910,Minerva Duran,Retail,MASTER,399,399,399.0,399.0,0.0
2024-01-12 13:28:03.171,Minerva Duran,Retail,MASTER,399,399,481.0,481.0,-82.0
2023-11-08 13:11:02.438,Lizzie Fernandez,Retail,MASTER,481,481,410.0,410.0,71.0
2023-10-30 17:29:37.367,Admin Arlo Hotels,Retail,MASTER,410,410,410.0,410.0,0.0
2023-09-19 09:58:50.459,Lizzie Fernandez,Retail,MASTER,410,410,,,
2024-07-17 07:23:32.380,Daniel Parker,Retail,MASTER,549,549,549.0,549.0,0.0
2024-07-16 07:23:13.873,Daniel Parker,Retail,MASTER,549,549,619.0,619.0,-70.0
2024-07-15 08:11:14.260,Daniel Parker,Retail,MASTER,619,619,589.0,589.0,30.0
2024-07-11 07:21:02.471,Daniel Parker,Retail,MASTER,589,589,539.0,539.0,50.0
2024-07-10 08:21:33.390,Daniel Parker,Retail,MASTER,539,539,539.0,539.0,0.0
2024-07-08 07:50:30.854,Daniel Parker,Retail,MASTER,539,539,499.0,499.0,40.0
2024-07-04 08:35:46.853,Daniel Parker,Retail,MASTER,499,499,499.0,499.0,0.0
2024-07-03 07:46:17.813,Daniel Parker,Retail,MASTER,499,499,499.0,499.0,0.0
2024-07-01 09:05:30.168,Daniel Parker,Retail,MASTER,499,499,469.0,469.0,30.0
2024-06-27 07:13:17.791,Daniel Parker,Retail,MASTER,469,469,469.0,469.0,0.0
2024-06-25 10:51:58.028,Admin Arlo Hotels,Retail,MASTER,469,469,469.0,469.0,0.0
2024-06-21 06:28:13.551,Daniel Parker,Retail,MASTER,469,469,429.0,429.0,40.0
2024-06-20 07:24:09.997,Daniel Parker,Retail,MASTER,429,429,429.0,429.0,0.0
2024-06-18 08:58:44.663,Daniel Parker,Retail,MASTER,429,429,369.0,369.0,60.0
2024-06-11 07:22:15.157,Daniel Parker,Retail,MASTER,369,369,369.0,369.0,0.0
2024-06-05 08:24:47.230,Daniel Parker,Retail,MASTER,369,369,349.0,349.0,20.0
